Leg1_x,Leg1_y,Leg1_z,Leg2_x,Leg2_y,Leg2_z,Leg3_x,Leg3_y,Leg3_z,Leg4_x,Leg4_y,Leg4_z,deltaTime,XGyro,YGyro
148.45122596079443,156.22786108994742,-147.55254918391898,151.52363567971292,151.31942592916536,147.63039110556196,151.52363567971292,143.71868949446807,-152.30934338061803,148.45122596079443,148.62712465525013,152.38718530226106,15,-0.025271952152252197,-0.055198512971401215
148.05681957314948,156.88602582088578,-147.51375360995553,151.90376936159572,150.74021535235588,147.61235745295613,151.90376936159572,143.05070690360046,-152.3259609917376,148.05681957314948,149.19651737213036,152.42456483473825,16,-0.05240938812494278,-0.05886539816856384
148.22431842877916,156.49059207482316,-147.6070275176299,151.7427151477911,150.86962104360762,147.69401116714022,151.7427151477911,143.45286365746975,-152.2486056864982,148.22431842877916,149.07383468868528,152.33558933600847,0,-0.09157697856426239,-0.11096715182065964
148.22431842877916,156.49059207482316,-147.6070275176299,151.7427151477911,150.86962104360762,147.69401116714022,151.7427151477911,143.45286365746975,-152.2486056864982,148.22431842877916,149.07383468868528,152.33558933600847,15,-0.09990043193101883,-0.11989496648311615
147.98527658992526,157.54939267225387,-147.1454456775108,151.97238805399502,151.17991816541894,147.26248650258276,151.97238805399502,142.37348076380073,-152.65660998584684,147.98527658992526,148.74295527063566,152.77365081091887,16,-0.12921620905399323,-0.12967447936534882
147.9175214893537,157.48311991539816,-147.25748615958565,152.0372792713273,150.90165503692177,147.3736603878965,152.0372792713273,142.44186921025116,-152.55168050783232,147.9175214893537,149.02333408872755,152.66785473614317,7,-0.15880516171455383,-0.17717406153678894
147.9175214893537,157.48311991539816,-147.25748615958565,152.0372792713273,150.90165503692177,147.3736603878965,152.0372792713273,142.44186921025116,-152.55168050783232,147.9175214893537,149.02333408872755,152.66785473614317,15,-0.21078410744667053,-0.25749900937080383
147.39372954565357,159.7207681751324,-146.28223043506262,152.53585239033077,151.50706380415812,146.47687856207057,152.53585239033077,140.15096830308846,-153.38858211413879,147.39372954565357,148.36467267406275,153.58323024114674,0,-0.22072826325893402,-0.2660984992980957
147.39372954565357,159.7207681751324,-146.28223043506262,152.53585239033077,151.50706380415812,146.47687856207057,152.53585239033077,140.15096830308846,-153.38858211413879,147.39372954565357,148.36467267406275,153.58323024114674,16,-0.2091265469789505,-0.2710883319377899
147.60007997958445,158.9810909724632,-146.574184467856,152.34008546354295,151.40939515208476,146.7400832280428,152.34008546354295,140.90948576917742,-153.14490205258113,147.60007997958445,148.48118158955586,153.31080081276798,15,-0.2118145227432251,-0.3012840747833252
147.39370704144352,159.87896844733896,-146.1750857927172,152.5358736945899,151.6653264559588,146.37524276650078,152.5358736945899,139.9879351566455,-153.48249607748625,147.39370704144352,148.20157714802568,153.68265305126982,0,-0.18655085563659668,-0.3183089792728424
147.39370704144352,159.87896844733896,-146.1750857927172,152.5358736945899,151.6653264559588,146.37524276650078,152.5358736945899,139.9879351566455,-153.48249607748625,147.39370704144352,148.20157714802568,153.68265305126982,16,-0.07074271142482758,-0.18702377378940582
148.19343315119136,157.6072338953606,-146.8978417668123,151.7724545237631,151.88986649005062,147.01211213085907,151.7724545237631,142.31151932600125,-152.89217844058317,148.19343315119136,148.02888673131122,153.00644880463,16,0.06213877722620964,-0.035965822637081146
148.39166081807912,156.7628375325328,-147.25922483347443,151.58124673890097,151.6673629645208,147.34953543207246,151.58124673890097,143.1731006207645,-152.57519565309866,148.39166081807912,148.2685751887765,152.66550625169674,0,0.14522069692611694,0.034703247249126434
148.39166081807912,156.7628375325328,-147.25922483347443,151.58124673890097,151.6673629645208,147.34953543207246,151.58124673890097,143.1731006207645,-152.57519565309866,148.39166081807912,148.2685751887765,152.66550625169674,15,0.1737961620092392,0.059571273624897
148.59607117180775,156.55526562257137,-147.190988515718,151.3832415342098,152.102701681196,147.27200751348528,151.3832415342098,143.3821370332454,-152.64865921422893,148.59607117180775,147.83470097462077,152.7296782119962,7,0.1910211592912674,0.11441940069198608
148.34075519698894,156.98401949858976,-147.16390080159016,151.63042539466971,151.72871350415852,147.2601906653589,151.63042539466971,142.94760251285817,-152.65937053332578,148.34075519698894,148.2029085072894,152.75566039709446,16,0.20457607507705688,0.1523604691028595
148.51725500851177,156.54560760395836,-147.27662704309432,151.45968861405578,151.84496007325438,147.35952159856885,151.45968861405578,143.393327861232,-152.5659631531687,148.51725500851177,148.09397539193597,152.64885770864322,0,0.13050945103168488,0.0656374990940094
148.51725500851177,156.54560760395836,-147.27662704309432,151.45968861405578,151.84496007325438,147.35952159856885,151.45968861405578,143.393327861232,-152.5659631531687,148.51725500851177,148.09397539193597,152.64885770864322,15,0.07408369332551956,0.011680210009217262
147.7361478396461,159.31143851757713,-146.2146718273068,152.21053601361467,152.1644176715555,146.38763721016846,152.21053601361467,140.56738745402112,-153.4720531983363,147.7361478396461,147.71440830004275,153.64501858119792,16,0.02415730431675911,0.0008544494630768895
148.05854307782005,157.91375253253128,-146.82901153920784,151.90211503940913,151.77382513740184,146.954242497974,151.90211503940913,141.99924877840397,-152.94608594148923,148.05854307782005,148.1391761735334,153.07131690025545,0,0.005665335804224014,-0.02834123931825161
148.05854307782005,157.91375253253128,-146.82901153920784,151.90211503940913,151.77382513740184,146.954242497974,151.90211503940913,141.99924877840397,-152.94608594148923,148.05854307782005,148.1391761735334,153.07131690025545,15,-0.06293974816799164,-0.1403254121541977
147.71333684336537,159.8567811414666,-145.8684283049776,152.2322798452392,152.63898700551334,146.05873632241446,152.2322798452392,140.00496944711767,-153.77473516061474,147.71333684336537,147.22276358307093,153.96504317805164,16,-0.1374117136001587,-0.24660232663154602
147.55763960168417,160.38054126582182,-145.66915476888477,152.38041772977567,152.6777024965114,145.8815331922757,152.38041772977567,139.46674289499745,-153.93637875932416,147.55763960168417,147.16958166430788,154.1487571827151,0,-0.15433262288570404,-0.21799801290035248
147.55763960168417,160.38054126582182,-145.66915476888477,152.38041772977567,152.6777024965114,145.8815331922757,152.38041772977567,139.46674289499745,-153.93637875932416,147.55763960168417,147.16958166430788,154.1487571827151,22,-0.10173384100198746,-0.1482262909412384
148.02662892301765,158.194096914899,-146.6736806630326,151.9327384844932,151.9543958293588,146.80704062879158,151.9327384844932,141.71198222112892,-153.08351727158032,148.02662892301765,147.95168330666914,153.2168772373393,0,-0.055855654180049896,-0.11877468973398209
148.02662892301765,158.194096914899,-146.6736806630326,151.9327384844932,151.9543958293588,146.80704062879158,151.9327384844932,141.71198222112892,-153.08351727158032,148.02662892301765,147.95168330666914,153.2168772373393,16,-0.004290699027478695,-0.05714791640639305
148.44005556832678,157.4841399611721,-146.7316586394171,151.53444509976248,152.54106795848466,146.8359176147132,151.53444509976248,142.43319618892022,-153.0574969285517,148.44005556832678,147.37626819160766,153.1617559038478,15,0.07236642390489578,0.09239275008440018
148.5080700713956,156.52942939472993,-147.29654720046545,151.46858924275801,151.79987878876113,147.37934178523295,151.46858924275801,143.4100072856407,-152.5472281180169,148.5080700713956,148.13955789160948,152.63002270278446,0,0.16107037663459778,0.2141100913286209
148.5080700713956,156.52942939472993,-147.29654720046545,151.46858924275801,151.79987878876113,147.37934178523295,151.46858924275801,143.4100072856407,-152.5472281180169,148.5080700713956,148.13955789160948,152.63002270278446,16,0.22910459339618683,0.2657800614833832
149.28139878170066,154.42071112220225,-147.9007867598795,150.71314237966578,152.13330757892453,147.93221711883052,150.71314237966578,145.54755598295753,-152.02253883845202,149.28139878170066,147.83495952623525,152.0539691974031,16,0.29997724294662476,0.3636385202407837
149.2264834890716,154.38298908293496,-147.98051796628368,150.76719511681085,151.92147702821904,148.0130507103072,150.76719511681085,145.58685669348188,-151.94509014406748,149.2264834890716,148.0483687481978,151.97762288809093,0,0.3684784770011902,0.4808392822742462
149.2264834890716,154.38298908293496,-147.98051796628368,150.76719511681085,151.92147702821904,148.0130507103072,150.76719511681085,145.58685669348188,-151.94509014406748,149.2264834890716,148.0483687481978,151.97762288809093,15,0.4300345182418823,0.5583815574645996
150.03277221145873,151.24671735818464,-149.18230984634783,149.96721634421,151.35146004248415,149.18174112588383,149.96721634421,148.74885334459114,-150.81119325044295,150.03277221145873,148.64411066029163,150.810624529979,16,0.4483131468296051,0.5513067841529846
149.93100788431542,152.13249813124276,-148.72142614300134,150.06894145077894,151.91211773672634,148.723290721868,150.06894145077894,147.85673314577892,-151.25955382947222,149.93100788431542,148.07711354029533,151.26141840833895,6,0.4393753707408905,0.5474542379379272
150.1423933265304,151.0939741305376,-149.16894539489948,149.8573903686899,151.54934083678125,149.16642974202148,149.8573903686899,148.90131265801267,-150.82625585752766,150.1423933265304,148.445945951769,150.82374020464965,16,0.42054909467697144,0.5923416018486023
150.42488259971952,149.40072349861163,-149.94905301943442,149.5731857064842,150.76155254964118,149.94858883757962,149.5731857064842,150.59805006708228,-150.05138327688866,150.42488259971952,149.23722101605273,150.05091909503392,0,0.40294361114501953,0.5770378112792969
150.42488259971952,149.40072349861163,-149.94905301943442,149.5731857064842,150.76155254964118,149.94858883757962,149.5731857064842,150.59805006708228,-150.05138327688866,150.42488259971952,149.23722101605273,150.05091909503392,16,0.31887364387512207,0.437038779258728
150.18344011695086,150.97394488752806,-149.2036285205847,149.81620074127193,151.56070648406754,149.20052034722391,149.81620074127193,149.02162143496608,-150.79275472292733,150.18344011695086,148.4348598384266,150.7896465495666,15,0.2055143415927887,0.28971028327941895
150.1397457029272,150.94018131790676,-149.2688264706921,149.86004596722813,151.38707627630384,149.2666532642645,149.86004596722813,149.0561411874353,-150.72767921468272,150.1397457029272,148.6092462290382,150.72550600825508,0,0.08616066724061966,0.16640853881835938
150.1397457029272,150.94018131790676,-149.2688264706921,149.86004596722813,151.38707627630384,149.2666532642645,149.86004596722813,149.0561411874353,-150.72767921468272,150.1397457029272,148.6092462290382,150.72550600825508,16,-0.02914975769817829,0.01859157532453537
149.24972471970915,153.79849282514388,-148.33587429353753,150.74432659458193,151.41058148581197,148.361933471734,150.74432659458193,146.1799220102787,-151.60952639214935,149.24972471970915,148.5678333496106,151.63558557034588,16,-0.12366395443677902,-0.11395551264286041
149.6577697772824,152.58824287979266,-148.7046159528798,150.34098718104525,151.49664773962834,148.71394557137046,150.34098718104525,147.40002266570403,-151.26854828111595,149.6577697772824,148.49161780586834,151.2778778996066,0,-0.14482489228248596,-0.14808246493339539
149.6577697772824,152.58824287979266,-148.7046159528798,150.34098718104525,151.49664773962834,148.71394557137046,150.34098718104525,147.40002266570403,-151.26854828111595,149.6577697772824,148.49161780586834,151.2778778996066,22,-0.1300835907459259,-0.12955673038959503
149.93685858151179,151.51324265737836,-149.10961456965543,150.06309897959852,151.31154106813113,149.1108054538496,150.06309897959852,148.48150200253087,-150.88084007697182,149.93685858151179,148.6832035917781,150.88203096116592,0,-0.10100226104259491,-0.10137724876403809
149.93685858151179,151.51324265737836,-149.10961456965543,150.06309897959852,151.31154106813113,149.1108054538496,150.06309897959852,148.48150200253087,-150.88084007697182,149.93685858151179,148.6832035917781,150.88203096116592,15,-0.05413258820772171,-0.05863902345299721
150.36390175958206,150.13500080586624,-149.5508706903966,149.63468217088757,151.30013220989082,149.54737683385042,149.63468217088757,149.86276412472597,-150.45046806733978,150.36390175958206,148.6976327207014,150.44697421079354,16,-0.017264602705836296,-0.03400788828730583
150.22464298166062,150.68020256404944,-149.34768300957012,149.77481818518226,151.39891941679952,149.34456079075693,149.77481818518226,149.31662948681742,-150.6509163334427,150.22464298166062,148.59791263406734,150.6477941146295,0,0.005557884927839041,-0.032796554267406464
150.22464298166062,150.68020256404944,-149.34768300957012,149.77481818518226,151.39891941679952,149.34456079075693,149.77481818518226,149.31662948681742,-150.6509163334427,150.22464298166062,148.59791263406734,150.6477941146295,16,0.029132671654224396,-0.030723828822374344
150.35423088343668,150.65934025114427,-149.2307070003239,149.6444274515918,151.79343912964293,149.22489238041726,149.6444274515918,149.3358770867996,-150.76880759780363,150.35423088343668,148.20177820830094,150.76299297789706,15,0.03256896138191223,-0.044784266501665115
150.19337491180193,151.13178838867313,-149.09381354756692,149.806225949659,151.75035824394553,149.09008679876285,149.806225949659,148.86251725625414,-150.90121397333667,150.19337491180193,148.24394740098174,150.8974872245326,0,0.006049772258847952,-0.058029528707265854
150.19337491180193,151.13178838867313,-149.09381354756692,149.806225949659,151.75035824394553,149.09008679876285,149.806225949659,148.86251725625414,-150.90121397333667,150.19337491180193,148.24394740098174,150.8974872245326,16,-0.039101649075746536,-0.08682678639888763
149.72765185714763,152.27486001344326,-148.8348069388312,150.27156033682354,151.40583656601822,148.84149715704154,150.27156033682354,147.71575719035886,-151.14429892790355,149.72765185714763,148.5847806377839,151.1509891461139,15,-0.06983016431331635,-0.11085623502731323
149.81195630361168,152.21137118935172,-148.79069465982303,150.1876677928566,151.61108392457962,148.79549409666754,150.1876677928566,147.77880544875794,-151.18918616754087,149.81195630361168,148.37909271353004,151.19398560438538,7,-0.1178518757224083,-0.1606951206922531
149.81195630361168,152.21137118935172,-148.79069465982303,150.1876677928566,151.61108392457962,148.79549409666754,150.1876677928566,147.77880544875794,-151.18918616754087,149.81195630361168,148.37909271353004,151.19398560438538,16,-0.1414167284965515,-0.17883357405662537
149.41848694699195,153.51998789713866,-148.3462115205752,150.57793315941564,151.66755062787982,148.3663375098252,150.57793315941564,146.46006733946572,-151.6053747144431,149.41848694699195,148.31250460872457,151.62550070369315,0,-0.21041376888751984,-0.23563629388809204
149.41848694699195,153.51998789713866,-148.3462115205752,150.57793315941564,151.66755062787982,148.3663375098252,150.57793315941564,146.46006733946572,-151.6053747144431,149.41848694699195,148.31250460872457,151.62550070369315,15,-0.23703646659851074,-0.2511008381843567
148.97843816419174,154.73454338911841,-148.00109395224314,151.0105648460128,151.48791685442052,148.04346301539948,151.0105648460128,145.23303173303208,-151.91572503141788,148.97843816419174,148.47965826772997,151.95809409457422,16,-0.2773507237434387,-0.2770704925060272
148.93949004014763,154.89002211512855,-147.93891552108238,151.04866326641326,151.52031988998107,147.98422670625672,151.04866326641326,145.0754459540605,-151.97244429052563,148.93949004014763,148.445148179208,152.01775547569997,0,-0.2926432192325592,-0.28259411454200745
148.93949004014763,154.89002211512855,-147.93891552108238,151.04866326641326,151.52031988998107,147.98422670625672,151.04866326641326,145.0754459540605,-151.97244429052563,148.93949004014763,148.445148179208,152.01775547569997,16,-0.3133752644062042,-0.31544166803359985
148.65987868244832,155.89243850410938,-147.5636783877947,151.32125922876338,151.6406547425914,147.63094419215872,151.32125922876338,144.05822113040026,-152.30908020536856,148.65987868244832,148.31000489191823,152.37634600973263,15,-0.3314231336116791,-0.36905384063720703
148.43461695993113,156.95723715706666,-147.0872928055096,151.539707042614,151.99684770758716,147.1806867879527,151.539707042614,142.97353631021338,-152.73437549461227,148.43461695993113,147.93392575969287,152.82776947705543,0,-0.3336590826511383,-0.3903390169143677
148.43461695993113,156.95723715706666,-147.0872928055096,151.539707042614,151.99684770758716,147.1806867879527,151.539707042614,142.97353631021338,-152.73437549461227,148.43461695993113,147.93392575969287,152.82776947705543,16,-0.31380316615104675,-0.40471017360687256
148.35397402952873,157.5677581130561,-146.76262521014894,151.6176600502672,152.35422328214395,146.87147010849458,151.6176600502672,142.3491341601537,-153.0241012931421,148.35397402952873,147.56266899106586,153.1329461914877,6,-0.29992666840553284,-0.39983227849006653
148.11532028147099,158.13763654668986,-146.62224408589577,151.84758358561152,152.17568529045906,146.75171944005587,151.84758358561152,141.76843288548133,-153.13528702865864,148.11532028147099,147.73038414171214,153.26476238281873,16,-0.2495163530111313,-0.3499210476875305
148.13863257442,158.13905393301044,-146.59783348275238,151.82517463527063,152.25015866031694,146.72666116513807,151.82517463527063,141.76653903038707,-153.15868075322823,148.13863257442,147.65543430308057,153.28750843561386,0,-0.2345607578754425,-0.32216501235961914
148.13863257442,158.13905393301044,-146.59783348275238,151.82517463527063,152.25015866031694,146.72666116513807,151.82517463527063,141.76653903038707,-153.15868075322823,148.13863257442,147.65543430308057,153.28750843561386,16,-0.21020591259002686,-0.2862699627876282
147.97289900505336,158.51872440624115,-146.5101446427862,151.9842493125708,152.11105274847142,146.65364118710852,151.9842493125708,141.37926419935542,-153.22620740513884,147.97289900505336,147.78693585712514,153.3697039494612,15,-0.18990279734134674,-0.26056984066963196
147.75037652265252,159.42171337186227,-146.12583048765464,152.19696775758547,152.31919059836255,146.30170476484852,152.19696775758547,140.45340839116065,-153.55140615568087,147.75037652265252,147.55593116466036,153.72728043287475,0,-0.13469775021076202,-0.16348692774772644
147.75037652265252,159.42171337186227,-146.12583048765464,152.19696775758547,152.31919059836255,146.30170476484852,152.19696775758547,140.45340839116065,-153.55140615568087,147.75037652265252,147.55593116466036,153.72728043287475,16,-0.09719647467136383,-0.10502725839614868
148.1276852916438,157.7251622933992,-146.88534337439353,151.83569907494848,151.8017416702219,147.00412483951192,151.83569907494848,142.19162649320648,-152.89952974607962,148.1276852916438,148.11504711638378,153.018311211198,15,-0.04301523417234421,-0.03551945835351944
147.99085968691378,158.44394947407858,-146.54224570469597,151.96703685072788,152.09243474767266,146.68322238237369,151.96703685072788,141.455835431073,-153.19874846558992,147.99085968691378,147.80735015747894,153.33972514326757,0,0.02833259105682373,0.07296763360500336
147.99085968691378,158.44394947407858,-146.54224570469597,151.96703685072788,152.09243474767266,146.68322238237369,151.96703685072788,141.455835431073,-153.19874846558992,147.99085968691378,147.80735015747894,153.33972514326757,23,0.06023351103067398,0.12592647969722748
148.4094167949562,156.62942704265154,-147.32960637828307,151.56408078656256,151.58970213060485,147.41668015582417,151.56408078656256,143.3092217587389,-152.51179223911868,148.4094167949562,148.34894667078558,152.59886601665977,0,0.08680659532546997,0.14665007591247559
148.4094167949562,156.62942704265154,-147.32960637828307,151.56408078656256,151.58970213060485,147.41668015582417,151.56408078656256,143.3092217587389,-152.51179223911868,148.4094167949562,148.34894667078558,152.59886601665977,15,0.06540782749652863,0.11600762605667114
148.0228949343753,158.31491944383885,-146.59652052711795,151.93632012513012,152.06359799808448,146.73317328221384,151.93632012513012,141.58790866444926,-153.1523420566416,148.0228949343753,147.83923011020363,153.2889948117375,16,0.0587749220430851,0.09383559226989746
148.00676394046303,158.35755485323273,-146.5841752529481,151.95178976012505,152.05576471456442,146.72240099618824,151.95178976012505,141.5443701464077,-153.16233250192556,148.00676394046303,147.846160285076,153.30055824516563,0,0.06670601665973663,0.10091143101453781
148.00676394046303,158.35755485323273,-146.5841752529481,151.95178976012505,152.05576471456442,146.72240099618824,151.95178976012505,141.5443701464077,-153.16233250192556,148.00676394046303,147.846160285076,153.30055824516563,15,0.020052684471011162,0.015887141227722168
147.8229974959948,159.18193078643466,-146.21467797071074,152.12765481619687,152.30602748431724,146.38122225373223,152.12765481619687,140.69923019711345,-153.4782316818709,147.8229974959948,147.57513349923087,153.64477596489246,16,-0.010556570254266262,-0.014751813374459743
147.80956960451414,158.95114705032486,-146.3837646146638,152.14047894557137,152.03313624070327,146.54394945972155,152.14047894557137,140.9372093272111,-153.3276060197906,147.80956960451414,147.85522013683268,153.48779086484842,0,-0.028790637850761414,-0.022930089384317398
147.80956960451414,158.95114705032486,-146.3837646146638,152.14047894557137,152.03313624070327,146.54394945972155,152.14047894557137,140.9372093272111,-153.3276060197906,147.80956960451414,147.85522013683268,153.48779086484842,16,-0.05155939236283302,-0.05710071325302124
147.6606837800897,159.42954334401205,-146.21081478441403,152.28243023413984,152.0471456232327,146.38952452845245,152.28243023413984,140.44700188004944,-153.47009051935288,147.6606837800897,147.8293996008288,153.6488002633913,15,-0.11023250222206116,-0.1532476246356964
147.4028740182888,160.61315700812236,-145.66647040124508,152.52719468786927,152.42869544014232,145.8919296857539,152.52719468786927,139.2293291799152,-153.92630177069998,147.4028740182888,147.41379074789523,154.1517610552088,7,-0.11753632128238678,-0.1458856165409088
147.53502330802138,159.8431012124162,-146.05727940052884,152.40189608710187,152.06933759076702,146.25271133602354,152.40189608710187,140.0226736836246,-153.59588639049946,147.53502330802138,147.79643730527377,153.79131832599415,15,-0.11301104724407196,-0.12546572089195251
147.49850957511,159.92931563386833,-146.03554121300465,152.43655133175338,152.04190041842492,146.2348334094366,152.43655133175338,139.93433594731601,-153.61222940823387,147.49850957511,147.82175116275943,153.81152160466587,0,-0.10443621128797531,-0.14250889420509338
147.49850957511,159.92931563386833,-146.03554121300465,152.43655133175338,152.04190041842492,146.2348334094366,152.43655133175338,139.93433594731601,-153.61222940823387,147.49850957511,147.82175116275943,153.81152160466587,16,-0.09444866329431534,-0.12820447981357574
147.50763107791505,160.2538891573777,-145.80579806106118,152.42789656242576,152.39516109381668,146.01566881655782,152.42789656242576,139.59885429956017,-153.81349616412166,147.50763107791505,147.4575823631212,154.02336691961824,16,-0.019380243495106697,-0.009506981819868088
147.85625113022707,158.6160743863603,-146.5621207023729,152.09588091861275,151.84369933012343,146.7113920050433,152.09588091861275,141.28112829531418,-153.17221623603263,147.85625113022707,148.05350335155106,153.32148753870302,0,0.012268340215086937,0.029330868273973465
147.85625113022707,158.6160743863603,-146.5621207023729,152.09588091861275,151.84369933012343,146.7113920050433,152.09588091861275,141.28112829531418,-153.17221623603263,147.85625113022707,148.05350335155106,153.32148753870302,15,0.004502002149820328,-0.020146194845438004
147.6573685728717,159.8880760215223,-145.90358400169868,152.28558602595785,152.49569996205128,146.09676345885282,152.28558602595785,139.97385159738423,-153.7396523960287,147.6573685728717,147.36622765685524,153.9328318531829,18,-0.0009934649569913745,-0.03568480163812637
147.51341956374523,160.22175199559067,-145.82183618829532,152.4224034136568,152.3810225333444,146.03045259009127,152.4224034136568,139.63196438765235,-153.79997185516424,147.51341956374523,147.4726938498986,154.0085882569602,11,0.03772837668657303,0.05295807123184204
147.80330134335117,158.77905488388157,-146.5058588267018,152.146464136529,151.84134930599456,146.66115538112757,152.146464136529,141.1143817603798,-153.2188011507763,147.80330134335117,148.05208733826683,153.37409770520213,10,0.07068848609924316,0.10567057132720947
147.80330134335117,158.77905488388157,-146.5058588267018,152.146464136529,151.84134930599456,146.66115538112757,152.146464136529,141.1143817603798,-153.2188011507763,147.80330134335117,148.05208733826683,153.37409770520213,10,0.08822522312402725,0.13732513785362244
148.00286388516633,158.13904653110316,-146.7344140508223,151.95552913389332,151.8249244100714,146.86690780188115,151.95552913389332,141.76889314598566,-153.02759735302692,148.00286388516633,148.08301526701743,153.16009110408584,10,0.08303817361593246,0.16860376298427582
147.8064521792699,158.54405390832633,-146.66051373057724,152.14345568784438,151.6160393136069,146.80884172051708,152.14345568784438,141.35586846200874,-153.08133632847046,147.8064521792699,148.28388305672817,153.2296643184103,10,0.08228782564401627,0.20259347558021545
147.8064521792699,158.54405390832633,-146.66051373057724,152.14345568784438,151.6160393136069,146.80884172051708,152.14345568784438,141.35586846200874,-153.08133632847046,147.8064521792699,148.28388305672817,153.2296643184103,11,0.0683705061674118,0.19231390953063965
